registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),make,model
2021.0,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,18.55,1462.0,103.25,,10.0,Maruti,SX4
2021.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,22.05,796.0,47.33,,4.35,Maruti,Alto
2019.0,Third Party insurance,Diesel,7.0,80000.0,First Owner,Manual,,17.3,1497.0,121.0,,11.0,Mahindra,Marazzo
,Third Party insurance,Petrol,5.0,32406.0,Second Owner,Manual,,17.74,999.0,75.1,,5.73,Volkswagen,Polo
,Comprehensive,Petrol,5.0,35060.0,First Owner,Automatic,,20.7,1197.0,81.86,,7.35,Hyundai,Grand
,Zero Dep,Petrol,5.0,31735.0,First Owner,Manual,,22.35,1197.0,88.5,,7.87,Maruti,Baleno
,Third Party insurance,Petrol,5.0,79024.0,Second Owner,Manual,,22.05,796.0,47.33,,3.23,Maruti,Alto
,Third Party insurance,Petrol,5.0,111198.0,First Owner,Manual,,20.36,1197.0,78.9,,3.27,Hyundai,i10
,Comprehensive,Petrol,5.0,14996.0,First Owner,Manual,,20.71,799.0,53.26,,4.03,Renault,KWID
,Third Party insurance,Petrol,5.0,67230.0,First Owner,Manual,,17.5,1199.0,88.7,,6.91,Honda,WR-V
,Comprehensive,Petrol,5.0,91703.0,First Owner,Manual,,18.5,1197.0,82.85,,4.6,Hyundai,i20
,Third Party,Diesel,5.0,41382.0,Second Owner,Manual,,23.64,1497.0,88.77,,7.36,Tata,Altroz
,Third Party insurance,Petrol,5.0,15774.0,First Owner,Manual,,20.65,1462.0,103.25,,8.93,Maruti,Ciaz
,Comprehensive,Petrol,5.0,40841.0,First Owner,Manual,,18.6,1197.0,81.83,,6.53,Hyundai,i20
2022.0,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,18.8,1199.0,86.63,,9.8,Tata,Punch
2022.0,Third Party insurance,Petrol,6.0,20000.0,First Owner,Automatic,,14.2,1999.0,156.9,,21.0,Hyundai,Alcazar
2022.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,14.34,1349.0,138.08,,18.5,MG,Astor
2020.0,Third Party insurance,Diesel,5.0,30000.0,First Owner,Manual,,21.7,1498.0,98.96,,10.5,Ford,Ecosport
2011.0,Third Party insurance,Diesel,5.0,100000.0,Third Owner,Automatic,,,2405.0,307.0,,24.0,Mercedes-Benz,M-Class
2021.0,Third Party insurance,Diesel,5.0,20000.0,First Owner,Manual,,,1493.0,113.45,,18.1,Hyundai,Creta
,Third Party insurance,Petrol,5.0,92585.0,First Owner,Automatic,,17.8,1496.0,105.94,,7.69,Toyota,Yaris
,Third Party,Diesel,5.0,99334.0,First Owner,Manual,,19.3,1248.0,73.9,,4.07,Maruti,Swift
,Comprehensive,Petrol,5.0,92195.0,First Owner,Manual,,18.9,998.0,67.1,,3.11,Maruti,Wagon
,Third Party,Diesel,7.0,124281.0,First Owner,Manual,,16.0,1997.0,140.0,,12.39,Mahindra,XUV500
,Comprehensive,Petrol,5.0,92868.0,First Owner,Automatic,,13.0,1591.0,121.3,,9.71,Hyundai,Creta
,Third Party,Petrol,5.0,36357.0,Third Owner,Manual,,18.6,1197.0,85.8,,4.11,Maruti,Swift
,Third Party,Petrol,5.0,46241.0,Second Owner,Manual,,20.51,998.0,67.04,,3.82,Maruti,Wagon
,Third Party,Diesel,5.0,69271.0,First Owner,Manual,,16.35,1956.0,167.67,,17.85,Tata,Harrier
,Third Party insurance,Petrol,5.0,39014.0,First Owner,Automatic,,19.56,1197.0,81.8,,7.89,Toyota,Glanza
,Third Party insurance,Petrol,5.0,118937.0,First Owner,Manual,,22.38,1197.0,88.5,,5.9,Maruti,Swift
,Third Party insurance,Diesel,5.0,105562.0,First Owner,Manual,,24.3,1248.0,88.5,,7.89,Maruti,Vitara
2019.0,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,19.0,1194.0,94.68,,5.6,Ford,Freestyle
2022.0,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,22.41,1197.0,88.5,,7.5,Maruti,Swift
,Third Party insurance,Diesel,10.0,120000.0,Second Owner,Manual,,13.1,2405.0,75.0,,1.7,Toyota,Qualis
2012.0,Third Party insurance,Diesel,5.0,110000.0,Second Owner,Manual,,20.0,1968.0,108.5,,4.5,Skoda,Laura
2022.0,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,16.82,1197.0,108.62,,13.2,Mahindra,XUV300
2009.0,Third Party insurance,LPG,5.0,100000.0,First Owner,Manual,,17.3,1061.0,57.5,,2.25,Maruti,Wagon
2015.0,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,25.83,1498.0,99.0,,2.2,Ford,Figo
,Third Party insurance,Diesel,5.0,67370.0,Second Owner,Automatic,,22.0,1582.0,126.2,,10.54,Hyundai,Verna
,Zero Dep,Petrol,5.0,28741.0,Second Owner,Manual,,18.5,1199.0,108.48,,7.62,Tata,Altroz
,Third Party insurance,Petrol,5.0,90382.0,Second Owner,Manual,,17.92,1086.0,62.1,,2.01,Hyundai,Santro
,Third Party insurance,Petrol,5.0,51216.0,First Owner,Manual,,18.6,1197.0,81.86,,7.64,Hyundai,i20
,Zero Dep,Petrol,5.0,63008.0,First Owner,Automatic,,16.5,1353.0,138.08,,16.7,Kia,Seltos
,Third Party insurance,Petrol,5.0,20199.0,Second Owner,Automatic,,21.21,1197.0,81.8,,6.6,Maruti,Swift
,Third Party,Petrol,5.0,97610.0,First Owner,Automatic,,24.04,999.0,67.0,,4.06,Renault,KWID
,Third Party,Petrol,5.0,8467.0,First Owner,Manual,,21.7,998.0,65.71,,5.45,Maruti,S-Presso
,Third Party insurance,Petrol,5.0,42203.0,Second Owner,Manual,,25.17,799.0,53.3,,2.98,Renault,KWID
,Third Party insurance,Diesel,6.0,90305.0,Second Owner,Manual,,16.55,2405.0,105.0,,7.51,Mahindra,Thar
,Zero Dep,Petrol,5.0,40205.0,First Owner,Automatic,,18.76,1462.0,103.26,,10.38,Maruti,Vitara
,Third Party insurance,Diesel,8.0,19661.0,First Owner,Manual,,17.3,1497.0,120.96,,12.75,Mahindra,Marazzo
2020.0,Third Party insurance,Petrol,6.0,10000.0,First Owner,Automatic,,11.67,1451.0,141.0,,17.5,MG,Hector
2006.0,Third Party insurance,Diesel,5.0,110000.0,Second Owner,Manual,,16.8,1493.0,110.0,,1.95,Hyundai,Verna
2006.0,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Manual,,18.7,1896.0,307.0,,1.6,Skoda,Octavia
2015.0,Third Party insurance,Petrol,7.0,100000.0,First Owner,Manual,,17.3,1497.0,117.3,,4.5,Honda,Mobilio
2008.0,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,20.36,1197.0,78.9,,2.49,Hyundai,i10
2016.0,Third Party insurance,Diesel,5.0,90000.0,First Owner,Manual,,19.67,1582.0,126.2,,10.0,Hyundai,Creta
2021.0,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,20.65,1462.0,103.25,,9.5,Maruti,Ciaz
,Third Party insurance,Petrol,5.0,60638.0,Second Owner,Manual,,19.81,1086.0,68.05,,3.81,Hyundai,i10
,Third Party insurance,Petrol,5.0,31933.0,Second Owner,Manual,,22.05,796.0,47.33,,2.64,Maruti,Alto
,Third Party insurance,Petrol,5.0,101863.0,Third Owner,Manual,,21.4,1197.0,83.1,,5.99,Maruti,Baleno
,Comprehensive,Petrol,5.0,35226.0,Second Owner,Automatic,,17.0,1198.0,108.5,,8.28,Tata,Nexon
,Third Party insurance,Petrol,5.0,80955.0,First Owner,Manual,,22.38,1197.0,88.5,,6.19,Maruti,Swift
,Third Party,Petrol,5.0,44245.0,First Owner,Manual,,24.39,998.0,65.71,,2.5,Maruti,Alto
,Third Party insurance,Petrol,5.0,32329.0,Second Owner,Manual,,22.7,799.0,53.64,,2.95,Datsun,RediGO
,Third Party insurance,Petrol,5.0,83462.0,Second Owner,Manual,,20.36,1197.0,78.9,,2.73,Hyundai,i10
,Third Party insurance,Petrol,5.0,121831.0,First Owner,Manual,,22.41,1197.0,88.5,,5.54,Maruti,Swift
2018.0,Third Party insurance,Petrol,5.0,110000.0,First Owner,Manual,,23.1,998.0,67.04,,3.8,Maruti,Celerio
2011.0,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Automatic,,17.05,1995.0,184.0,,9.5,BMW,X1
2018.0,Third Party insurance,Diesel,5.0,10000.0,Second Owner,Manual,,24.3,1248.0,88.5,,8.6,Maruti,Vitara
2013.0,Third Party insurance,LPG,5.0,10000.0,Second Owner,Manual,,14.6,998.0,61.6,,3.25,Maruti,Wagon
2008.0,Third Party insurance,Petrol,5.0,20000.0,Second Owner,Manual,,19.7,796.0,46.3,,1.2,Maruti,Alto
2018.0,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,21.4,1197.0,83.1,,6.4,Maruti,Baleno
2022.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,20.09,1199.0,86.63,,8.5,Tata,Punch
,Third Party insurance,Petrol,5.0,30203.0,First Owner,Automatic,,20.7,1197.0,81.86,,6.53,Hyundai,Grand
,Third Party insurance,Petrol,5.0,110874.0,First Owner,Manual,,24.39,998.0,65.71,,2.34,Maruti,Alto
,Third Party insurance,Petrol,5.0,70435.0,Second Owner,Manual,,23.95,998.0,67.05,,2.77,Maruti,Alto
,Third Party insurance,Petrol,5.0,47495.0,First Owner,Manual,,19.44,999.0,75.0,,5.98,Volkswagen,Ameo
,Third Party insurance,Petrol,5.0,45899.0,First Owner,Manual,,20.51,998.0,67.04,,3.69,Maruti,Wagon
,Third Party insurance,Petrol,5.0,49158.0,First Owner,Manual,,22.38,1197.0,88.5,,6.55,Maruti,Swift
,Third Party,Petrol,5.0,71115.0,Second Owner,Manual,,22.38,1197.0,88.5,,4.32,Maruti,Swift
,Third Party,Petrol,5.0,50824.0,First Owner,Manual,,22.38,1197.0,88.5,,4.55,Maruti,Swift
,Comprehensive,Petrol,5.0,105746.0,Third Owner,Manual,,16.8,1497.0,116.4,,4.29,Honda,City
,Third Party insurance,Petrol,5.0,37446.0,First Owner,Automatic,,20.3,1086.0,68.0,,4.86,Hyundai,Santro
,Third Party insurance,Petrol,5.0,32907.0,First Owner,Manual,,18.9,1197.0,82.0,,4.95,Hyundai,Grand
2012.0,Third Party insurance,Diesel,7.0,120000.0,Third Owner,Manual,,15.1,2179.0,140.0,,6.0,Mahindra,XUV500
2022.0,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,18.07,999.0,113.98,,17.0,Skoda,Slavia
2015.0,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,20.34,1498.0,103.2,,5.95,Volkswagen,Vento
2017.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,18.9,1197.0,81.86,,5.9,Hyundai,Grand
2012.0,Third Party insurance,Petrol,5.0,110000.0,Third Owner,Manual,,13.7,1368.0,88.8,,1.7,Tata,Manza
2006.0,Third Party insurance,Petrol,5.0,100000.0,Second Owner,Manual,,11.9,2354.0,144.0,,2.0,Honda,New
2014.0,Third Party insurance,Diesel,7.0,120000.0,First Owner,Manual,,15.1,2179.0,140.0,,6.0,Mahindra,XUV500
2012.0,Third Party insurance,Diesel,7.0,20000.0,Second Owner,Manual,,12.05,2179.0,120.0,,4.0,Mahindra,Scorpio
,Third Party,Petrol,5.0,22660.0,First Owner,Manual,,22.3,799.0,53.26,,4.51,Renault,KWID
,Comprehensive,Petrol,5.0,121952.0,Second Owner,Manual,,22.41,1197.0,88.5,,4.29,Maruti,Swift
,Third Party insurance,Diesel,7.0,84249.0,First Owner,Manual,,,2179.0,136.78,,10.41,Mahindra,Scorpio
,Zero Dep,Diesel,7.0,110243.0,Second Owner,Manual,,18.49,1493.0,100.0,,8.08,Mahindra,TUV
,Third Party,Petrol,5.0,79980.0,First Owner,Manual,,17.0,1497.0,307.0,,3.12,Honda,City
,Third Party,Petrol,5.0,26563.0,First Owner,Automatic,,20.3,1086.0,68.05,,5.74,Hyundai,Santro
,Zero Dep,Petrol,5.0,12094.0,First Owner,Automatic,,17.4,999.0,98.63,,9.51,Nissan,Magnite
,Comprehensive,Petrol,5.0,52597.0,Second Owner,Manual,,18.0,1198.0,86.7,,4.13,Honda,Amaze
,Comprehensive,Petrol,5.0,40198.0,First Owner,Manual,,19.4,1198.0,86.8,,3.51,Honda,Brio
,Third Party,Petrol,5.0,26494.0,First Owner,Manual,,21.74,999.0,67.0,,4.93,Renault,KWID
,Third Party insurance,Petrol,5.0,28306.0,First Owner,Automatic,,16.24,999.0,108.62,,11.64,Skoda,Rapid
2012.0,Third Party insurance,Diesel,5.0,110000.0,First Owner,Manual,,22.9,1248.0,74.0,,3.5,Maruti,Swift
2016.0,Third Party insurance,Petrol,5.0,60000.0,Third Owner,Manual,,25.17,799.0,53.3,,2.5,Renault,KWID
2011.0,Third Party insurance,Diesel,5.0,110000.0,Second Owner,Manual,,20.54,1598.0,103.6,,2.7,Volkswagen,Vento
2013.0,Third Party insurance,Diesel,7.0,70000.0,Second Owner,Manual,,20.77,1248.0,88.76,,6.5,Maruti,Ertiga
2022.0,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,19.17,999.0,71.01,,9.0,Renault,Kiger
2018.0,Third Party insurance,Diesel,5.0,20000.0,First Owner,Automatic,,16.55,1995.0,187.7,,55.0,BMW,X3
2020.0,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,18.27,998.0,118.35,,10.0,Hyundai,Venue
,Zero Dep,Petrol,5.0,56242.0,First Owner,Manual,,19.5,1199.0,88.76,,5.9,Honda,Amaze
,Third Party,Petrol,5.0,34271.0,First Owner,Manual,,22.38,1197.0,88.5,,4.12,Maruti,Swift
,Zero Dep,Petrol,5.0,59411.0,First Owner,Automatic,,21.21,1197.0,81.8,,7.05,Maruti,Swift
,Third Party insurance,Petrol,7.0,62491.0,Third Owner,Manual,,19.83,1198.0,67.0,,4.35,Datsun,GO
,Comprehensive,CNG,5.0,74435.0,First Owner,Manual,,26.2,998.0,58.2,,2.99,Maruti,Wagon
,Comprehensive,Petrol,5.0,55024.0,First Owner,Manual,,19.7,796.0,46.3,,1.78,Maruti,Alto
,Comprehensive,Petrol,5.0,95916.0,Second Owner,Manual,,20.36,1197.0,78.9,,2.46,Hyundai,i10
,Comprehensive,Petrol,5.0,27136.0,First Owner,Manual,,24.7,796.0,47.3,,3.34,Maruti,Alto
,Third Party,Petrol,5.0,60882.0,First Owner,Automatic,,22.56,1197.0,88.5,,6.46,Maruti,Swift
,Comprehensive,Petrol,5.0,18732.0,First Owner,Automatic,,26.0,998.0,65.71,,5.08,Maruti,Celerio
,Comprehensive,Diesel,5.0,58241.0,First Owner,Manual,,25.2,1248.0,74.0,,5.76,Maruti,Swift
2013.0,Third Party insurance,Diesel,7.0,60000.0,First Owner,Manual,,15.1,2179.0,140.0,,7.0,Mahindra,XUV500
2014.0,Third Party insurance,Diesel,5.0,50000.0,First Owner,Automatic,,14.74,2405.0,270.9,,20.0,Jaguar,XF
2018.0,Third Party insurance,Diesel,5.0,120000.0,Third Owner,Automatic,,20.37,1995.0,187.74,,35.0,BMW,5
2006.0,Third Party insurance,Diesel,8.0,120000.0,First Owner,Manual,,12.7,2405.0,116.6,,4.0,Mahindra,Scorpio
2019.0,Third Party insurance,Diesel,5.0,50000.0,Second Owner,Automatic,,21.5,1497.0,108.5,,8.5,Tata,Nexon
2015.0,Third Party insurance,Diesel,7.0,100000.0,First Owner,Manual,,12.99,2405.0,100.6,,15.0,Toyota,Innova
2010.0,Third Party insurance,Petrol,5.0,120000.0,Third Owner,Manual,,13.5,1799.0,130.0,,2.2,Honda,Civic
,Comprehensive,Petrol,5.0,96620.0,First Owner,Manual,,13.0,1591.0,121.3,,10.1,Hyundai,Creta
,Comprehensive,Petrol,5.0,5289.0,First Owner,Automatic,,22.5,999.0,67.0,,4.95,Datsun,RediGO
,Comprehensive,Petrol,5.0,30580.0,First Owner,Manual,,20.0,999.0,98.63,,7.79,Nissan,Magnite
,Comprehensive,Petrol,5.0,48580.0,First Owner,Automatic,,21.4,1197.0,83.1,,8.66,Maruti,Baleno
,Comprehensive,Petrol,5.0,32069.0,First Owner,Automatic,,20.3,1086.0,68.05,,5.7,Hyundai,Santro
,Comprehensive,Diesel,5.0,63389.0,Second Owner,Manual,,21.13,1498.0,108.6,,7.43,Skoda,Rapid
,Comprehensive,Petrol,5.0,39881.0,First Owner,Automatic,,20.3,1086.0,68.0,,5.42,Hyundai,Santro
,Comprehensive,Petrol,5.0,115218.0,First Owner,Manual,,18.9,998.0,67.1,,2.56,Maruti,Wagon
,Third Party,Diesel,5.0,67879.0,First Owner,Manual,,20.45,1461.0,83.8,,3.98,Renault,Duster
,Third Party,Petrol,5.0,58273.0,Third Owner,Manual,,18.9,998.0,67.1,,2.59,Maruti,Wagon
,Comprehensive,Petrol,5.0,58647.0,First Owner,Manual,,22.05,796.0,47.33,,3.12,Maruti,Alto
2020.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,13.96,1451.0,141.0,,17.5,MG,Hector
2016.0,Third Party insurance,Diesel,7.0,120000.0,Third Owner,Manual,,13.68,2393.0,147.8,,19.5,Toyota,Innova
2022.0,Third Party insurance,Petrol,7.0,20000.0,First Owner,Manual,,16.2,1353.0,138.05,,17.8,Kia,Carens
2017.0,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,21.4,1197.0,83.1,,5.5,Maruti,Baleno
2016.0,Third Party insurance,Diesel,7.0,100000.0,First Owner,Manual,,16.0,1997.0,140.0,,10.5,Mahindra,XUV500
2015.0,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,26.59,1248.0,74.0,,5.0,Maruti,Swift
2014.0,Third Party insurance,Diesel,7.0,20000.0,Second Owner,Manual,,14.95,2405.0,93.7,,2.7,Mahindra,Xylo
,Third Party,Petrol,5.0,96822.0,First Owner,Manual,,21.4,1197.0,83.1,,6.26,Maruti,Baleno
,Third Party insurance,Petrol,5.0,16903.0,Second Owner,Manual,,24.7,796.0,47.3,,3.4,Maruti,Alto
,Comprehensive,Petrol,5.0,70424.0,Second Owner,Automatic,,19.12,1373.0,91.1,,6.71,Maruti,Ciaz
,Third Party insurance,Petrol,5.0,42285.0,First Owner,Manual,,20.3,1086.0,68.0,,4.52,Hyundai,Santro
,Third Party,Petrol,5.0,10801.0,First Owner,Automatic,,20.7,1197.0,81.86,,7.52,Hyundai,Grand
,Third Party,Petrol,5.0,38313.0,First Owner,Manual,,24.39,998.0,65.71,,2.9,Maruti,Alto
,Third Party insurance,Petrol,5.0,54855.0,First Owner,Manual,,21.21,1197.0,81.8,,6.04,Maruti,Swift
,Third Party,Petrol,5.0,20282.0,First Owner,Manual,,19.01,1199.0,84.82,,6.13,Tata,Tiago
,Comprehensive,Petrol,5.0,42662.0,First Owner,Manual,,22.38,1197.0,88.5,,6.28,Maruti,Swift
,Third Party,Petrol,5.0,30978.0,First Owner,Manual,,20.51,998.0,67.04,,4.0,Maruti,Wagon
,Third Party insurance,Petrol,5.0,65192.0,First Owner,Manual,,23.01,999.0,67.0,,3.05,Renault,KWID
,Comprehensive,Petrol,5.0,8345.0,First Owner,Automatic,,18.9,1197.0,81.86,,6.55,Hyundai,Grand
2021.0,Third Party insurance,Petrol,7.0,30000.0,Third Owner,Manual,,19.01,1462.0,103.26,,12.0,Maruti,Ertiga
2022.0,Third Party insurance,Petrol,7.0,20000.0,First Owner,Manual,,16.11,1196.0,72.41,,5.4,Maruti,Eeco
2019.0,Third Party insurance,Petrol,5.0,80000.0,First Owner,Manual,,22.05,796.0,47.33,,3.7,Maruti,Alto
2009.0,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,21.1,1248.0,73.9,,2.6,Maruti,Ritz
2020.0,Third Party insurance,Petrol,5.0,50000.0,Third Owner,Automatic,,21.21,1197.0,81.8,,7.8,Maruti,Swift
2006.0,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Manual,,13.1,1493.0,82.0,,1.2,Hyundai,Accent
2020.0,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,13.96,1451.0,141.0,,19.5,MG,Hector
2011.0,Third Party insurance,Petrol,5.0,110000.0,Second Owner,Manual,,18.6,1197.0,85.8,,3.1,Maruti,Swift
,Third Party insurance,Petrol,5.0,72762.0,First Owner,Manual,,19.02,1198.0,67.05,,2.89,Datsun,GO
,Third Party insurance,Petrol,5.0,97726.0,First Owner,Manual,,25.24,998.0,65.71,,3.79,Maruti,Celerio
,Comprehensive,Petrol,5.0,95963.0,Second Owner,Manual,,18.9,1197.0,82.0,,4.27,Hyundai,Grand
,Third Party insurance,Petrol,5.0,59730.0,Second Owner,Manual,,18.9,998.0,67.1,,3.18,Maruti,Wagon
,Third Party insurance,Petrol,5.0,89224.0,Second Owner,Manual,,18.6,1197.0,81.83,,5.67,Hyundai,i20
,Third Party insurance,Petrol,5.0,67429.0,First Owner,Manual,,19.02,1198.0,67.05,,2.94,Datsun,GO
,Third Party insurance,Petrol,5.0,73202.0,First Owner,Manual,,18.6,1197.0,81.83,,6.3,Hyundai,i20
,Third Party insurance,Diesel,5.0,54750.0,First Owner,Automatic,,17.8,1493.0,113.42,,13.58,Kia,Seltos
,Comprehensive,Petrol,5.0,32098.0,First Owner,Automatic,,21.4,1197.0,83.1,,7.61,Maruti,Baleno
,Third Party insurance,Petrol,5.0,69776.0,First Owner,Automatic,,17.0,1198.0,108.5,,8.04,Tata,Nexon
,Comprehensive,Petrol,5.0,53326.0,Second Owner,Manual,,17.8,1497.0,117.3,,6.34,Honda,City
,Zero Dep,Petrol,5.0,40570.0,First Owner,Automatic,,18.9,1197.0,81.86,,5.9,Hyundai,Grand
2016.0,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,25.17,799.0,53.3,,3.0,Renault,KWID
2021.0,Third Party insurance,Diesel,7.0,20000.0,First Owner,Manual,,16.14,1956.0,167.67,,22.0,Tata,New
2021.0,Third Party insurance,Petrol,5.0,80000.0,First Owner,Manual,,17.03,1462.0,103.26,,8.1,Maruti,Vitara
2022.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,20.65,1462.0,103.25,,12.0,Maruti,Ciaz
2022.0,Third Party insurance,Petrol,7.0,20000.0,First Owner,Automatic,,16.5,1353.0,138.05,,18.75,Kia,Carens
2015.0,Third Party insurance,Diesel,5.0,100000.0,Second Owner,Manual,,19.1,1405.0,70.0,,1.5,Tata,Indica
2018.0,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,18.9,1197.0,81.86,,5.1,Hyundai,Grand
,Comprehensive,Petrol,5.0,54327.0,First Owner,Manual,,16.2,1199.0,74.0,,6.42,Volkswagen,Polo
,Third Party insurance,Petrol,5.0,80030.0,First Owner,Manual,,18.6,1197.0,81.83,,6.18,Hyundai,i20
,Zero Dep,Petrol,5.0,30088.0,First Owner,Manual,,17.74,999.0,75.1,,7.39,Volkswagen,Polo
,Comprehensive,Petrol,5.0,49009.0,First Owner,Automatic,,22.56,1197.0,88.5,,6.4,Maruti,Swift
,Comprehensive,Petrol,5.0,34488.0,First Owner,Manual,,18.9,1197.0,82.0,,4.82,Hyundai,Grand
,Zero Dep,Petrol,5.0,89242.0,First Owner,Automatic,,21.4,1197.0,83.1,,6.98,Maruti,Baleno
,Zero Dep,Petrol,5.0,23325.0,First Owner,Automatic,,20.89,1197.0,81.8,,7.01,Maruti,Ignis
,Third Party,Petrol,5.0,105210.0,First Owner,Manual,,17.01,1591.0,121.4,,5.7,Hyundai,Verna
,Third Party insurance,Diesel,5.0,90102.0,First Owner,Manual,,26.0,1498.0,98.6,,5.42,Honda,City
,Comprehensive,Petrol,5.0,68101.0,First Owner,Manual,,21.4,1197.0,83.1,,6.51,Maruti,Baleno
,Third Party,Petrol,5.0,46632.0,First Owner,Manual,,18.9,1197.0,81.86,,5.17,Hyundai,Grand
2018.0,Third Party insurance,Diesel,5.0,110000.0,Second Owner,Manual,,25.4,1186.0,73.97,,3.6,Hyundai,Xcent
2020.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,13.96,1451.0,141.0,,18.0,MG,Hector
2013.0,Third Party insurance,Diesel,7.0,120000.0,First Owner,Manual,,12.99,2405.0,100.6,,10.99,Toyota,Innova
2022.0,Third Party insurance,Diesel,7.0,20000.0,First Owner,Manual,,,2405.0,201.15,,40.0,Toyota,Fortuner
2021.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,18.5,1194.0,94.93,,7.5,Ford,Freestyle
2004.0,Third Party insurance,Diesel,9.0,120000.0,Second Owner,Manual,,,2405.0,,,2.0,Toyota,Qualis
2013.0,Third Party insurance,Diesel,5.0,90000.0,First Owner,Automatic,,13.0,2143.0,201.1,,12.5,Mercedes-Benz,E-Class
2016.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,16.09,1598.0,103.2,,7.5,Volkswagen,Vento
,Third Party insurance,Petrol,5.0,23316.0,First Owner,Manual,,18.75,999.0,71.02,,8.13,Nissan,Magnite
,Third Party insurance,Petrol,5.0,93133.0,Third Owner,Manual,,24.39,998.0,65.71,,3.02,Maruti,Alto
,Third Party insurance,Petrol,5.0,34840.0,First Owner,Automatic,,22.56,1197.0,88.5,,6.76,Maruti,Swift
,Third Party insurance,Petrol,5.0,37634.0,First Owner,Manual,,23.01,999.0,67.0,,4.05,Renault,KWID
,Third Party insurance,Diesel,5.0,97112.0,First Owner,Automatic,,28.4,1248.0,74.02,,7.79,Maruti,Swift
,Comprehensive,Petrol,5.0,27653.0,First Owner,Automatic,,18.43,1462.0,103.25,,10.12,Maruti,SX4
,Comprehensive,Petrol,5.0,18977.0,First Owner,Manual,,25.24,998.0,65.71,,5.55,Maruti,Celerio
,Zero Dep,Petrol,5.0,95241.0,First Owner,Automatic,,22.56,1197.0,88.5,,6.03,Maruti,Swift
,Third Party insurance,Petrol,5.0,71050.0,First Owner,Manual,,22.38,1197.0,88.5,,5.32,Maruti,Swift
,Comprehensive,Petrol,5.0,28530.0,Second Owner,Manual,,18.97,999.0,108.62,,10.25,Skoda,Rapid
,Third Party,Petrol,5.0,88289.0,Third Owner,Manual,,16.8,1497.0,116.3,,4.29,Honda,City
2021.0,Third Party insurance,Diesel,6.0,30000.0,First Owner,Manual,,16.14,1956.0,167.67,,21.0,Tata,New
2022.0,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,17.7,1498.0,147.51,,21.5,Skoda,Kushaq
2017.0,Third Party insurance,Diesel,5.0,50000.0,First Owner,Automatic,,14.69,2405.0,258.0,,49.0,BMW,5
2013.0,Third Party insurance,Diesel,5.0,60000.0,Second Owner,Automatic,,17.68,1968.0,174.33,,16.75,Audi,A6
2010.0,Third Party insurance,Petrol,5.0,60000.0,Second Owner,Manual,,17.0,1197.0,307.0,,2.6,Hyundai,i20
2020.0,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,16.8,1497.0,113.43,,13.0,Kia,Seltos
2020.0,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,13.96,1451.0,141.0,,18.5,MG,Hector
2008.0,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,20.36,1197.0,78.9,,2.0,Hyundai,i10
2021.0,Third Party insurance,Petrol,5.0,30000.0,Second Owner,Manual,,18.75,999.0,71.02,,7.5,Nissan,Magnite
2018.0,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,16.3,1956.0,170.0,,18.0,Jeep,Compass
