registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),make,model
,Not Available,Petrol,7.0,107598.0,Second Owner,Automatic,,17.03,1373.0,91.1,,3.81,Maruti,Ertiga
,Not Available,Diesel,5.0,133946.0,First Owner,Manual,,17.5,1896.0,106.0,,5.64,Skoda,Laura
,Not Available,Petrol,5.0,48409.0,First Owner,Manual,,21.1,814.0,55.2,,2.8,Hyundai,EON
,Not Available,Diesel,5.0,90150.0,First Owner,Manual,,22.1,1396.0,88.7,,9.5,Hyundai,Creta
,Not Available,Diesel,5.0,77074.0,Second Owner,Manual,,28.09,1248.0,88.5,,5.0,Maruti,Ciaz
,Not Available,Petrol,5.0,32293.0,First Owner,Automatic,,18.3,1199.0,88.5,,7.31,Honda,Amaze
,Not Available,Petrol,5.0,69510.0,First Owner,Automatic,,16.0,1368.0,160.77,,12.0,Jeep,Compass
,Not Available,Diesel,5.0,131511.0,First Owner,Manual,,17.1,1956.0,170.0,,10.0,Jeep,Compass
,Not Available,Petrol,5.0,81233.0,First Owner,Manual,,,1086.0,62.0,,1.05,Hyundai,Santro
,Not Available,Diesel,5.0,145716.0,Second Owner,Manual,,22.9,1248.0,74.0,,3.0,Maruti,Swift
,Not Available,Petrol,5.0,38943.0,First Owner,Manual,,20.73,1373.0,91.1,,6.07,Maruti,Ciaz
,Not Available,Diesel,5.0,152098.0,Third Owner,Manual,,18.3,1991.0,147.9,,3.61,Chevrolet,Cruze
,Not Available,Petrol,5.0,28807.0,First Owner,Automatic,,,1497.0,113.18,,16.0,Hyundai,Creta
,Not Available,Petrol,5.0,120094.0,First Owner,Manual,,18.6,1197.0,81.83,,5.0,Hyundai,i20
,Not Available,Petrol,5.0,40876.0,First Owner,Manual,,20.36,1197.0,78.9,,1.64,Hyundai,i10
,Not Available,Petrol,5.0,88306.0,First Owner,Manual,,18.9,1061.0,67.0,,1.05,Maruti,Wagon
,Not Available,Petrol,5.0,21335.0,First Owner,Manual,,22.74,796.0,47.3,,1.88,Maruti,Alto
,Not Available,Petrol,5.0,25742.0,First Owner,Manual,,23.84,1199.0,84.0,,4.0,Tata,Tiago
,Comprehensive,Diesel,8.0,219669.25,First Owner,Manual,,12.99,2405.0,100.0,,7.0,Toyota,Innova
,Not Available,Diesel,5.0,81297.0,First Owner,Manual,,19.01,1461.0,108.45,,4.4,Renault,Duster
,Not Available,Diesel,5.0,47057.0,First Owner,Manual,,22.54,1396.0,88.73,,6.0,Hyundai,i20
,Not Available,Petrol,5.0,40402.0,First Owner,Automatic,,23.95,998.0,67.1,,3.5,Maruti,Alto
,Not Available,Petrol,5.0,10554.0,First Owner,Manual,,18.6,1199.0,88.5,,5.14,Honda,Amaze
,Not Available,Petrol,5.0,87852.0,First Owner,Manual,,17.8,1198.0,86.7,,4.04,Honda,Amaze
,Not Available,CNG,5.0,47145.0,First Owner,Manual,,28.0,1197.0,68.05,,7.7,Hyundai,Aura
,Not Available,Diesel,5.0,78567.0,Second Owner,Manual,,18.0,1248.0,307.0,,1.0,Tata,Indica
,Not Available,Petrol,5.0,97407.0,First Owner,Automatic,,20.51,998.0,67.0,,2.75,Maruti,Wagon
,Not Available,Petrol,5.0,88465.0,Third Owner,Manual,,17.0,1197.0,307.0,,3.14,Hyundai,i20
,Not Available,Diesel,5.0,141454.0,Second Owner,Manual,,24.4,1120.0,71.01,,3.3,Hyundai,Xcent
,Not Available,Petrol,5.0,17259.0,First Owner,Manual,,18.6,1197.0,81.86,,5.3,Hyundai,i20
,Not Available,Diesel,5.0,77103.0,Second Owner,Manual,,25.44,936.0,57.6,,1.37,Chevrolet,Beat
,Not Available,Diesel,7.0,74903.0,Third Owner,Automatic,,11.18,2405.0,184.0,,6.34,Mahindra,Ssangyong
,Not Available,Diesel,5.0,75975.0,Second Owner,Manual,,25.8,1498.0,98.6,,3.56,Honda,Amaze
,Not Available,Petrol,5.0,20138.0,First Owner,Manual,,21.01,1197.0,81.8,,6.0,Maruti,Baleno
,Zero Dep,Petrol,5.0,89763.0,First Owner,Manual,,23.1,998.0,67.04,,4.0,Maruti,Celerio
,Not Available,Diesel,5.0,45085.0,First Owner,Manual,,23.59,1364.0,67.04,,2.5,Toyota,Etios
,Not Available,Diesel,5.0,101020.0,First Owner,Manual,,22.54,1396.0,88.73,,6.33,Hyundai,i20
,Not Available,Petrol,5.0,95682.0,First Owner,Manual,,18.9,1061.0,67.0,,1.15,Maruti,Wagon
,Comprehensive,Diesel,6.0,74128.0,First Owner,Manual,,25.32,1198.0,77.0,,2.77,Mahindra,KUV
,Not Available,Diesel,5.0,106960.0,Third Owner,Manual,,20.45,1461.0,83.8,,2.8,Renault,Duster
,Not Available,Diesel,5.0,48724.0,First Owner,Manual,,17.41,1956.0,167.68,,18.0,MG,Hector
,Not Available,Petrol,5.0,65632.0,Second Owner,Manual,,20.51,998.0,67.04,,3.0,Maruti,Wagon
,Zero Dep,Petrol,5.0,22165.0,First Owner,Manual,,21.0,1197.0,81.8,,5.58,Hyundai,i20
,Not Available,Diesel,5.0,54044.0,Third Owner,Manual,,20.86,1199.0,75.0,,2.97,Skoda,Fabia
,Not Available,Petrol,5.0,100418.0,First Owner,Manual,,15.8,1499.0,110.0,,3.5,Ford,Ecosport
,Not Available,Petrol,5.0,63283.0,First Owner,Manual,,15.81,1451.0,141.0,,12.0,MG,Hector
,Not Available,Petrol,5.0,122168.0,Second Owner,Manual,,20.85,1197.0,83.14,,4.1,Maruti,Swift
,Not Available,Petrol,5.0,47058.0,First Owner,Manual,,23.01,999.0,67.0,,3.53,Renault,KWID
,Not Available,Diesel,5.0,130940.0,First Owner,Manual,,19.01,1461.0,108.5,,3.5,Nissan,Terrano
,Not Available,Petrol,5.0,54512.0,Second Owner,Manual,,21.1,814.0,55.2,,1.8,Hyundai,EON
,Not Available,Diesel,5.0,127533.0,First Owner,Manual,,19.3,1248.0,73.9,,2.28,Maruti,Swift
,Not Available,Petrol,5.0,48554.0,First Owner,Manual,,14.28,1798.0,138.03,,11.45,Toyota,Corolla
,Not Available,Petrol,5.0,47772.0,Second Owner,Manual,,18.9,998.0,67.1,,1.2,Maruti,Wagon
,Not Available,Petrol,5.0,137062.0,First Owner,Manual,,20.36,1197.0,78.9,,1.5,Hyundai,i10
,Not Available,Diesel,5.0,68756.0,First Owner,Manual,,24.3,1248.0,88.5,,5.65,Maruti,Vitara
,Not Available,Petrol,5.0,6245.0,First Owner,Manual,,21.01,1197.0,81.8,,8.25,Maruti,Baleno
,Not Available,Petrol,5.0,98982.0,First Owner,Manual,,23.84,1199.0,84.0,,4.0,Tata,Tiago
,Not Available,Diesel,5.0,155411.0,First Owner,Manual,,24.3,1248.0,88.5,,7.0,Maruti,Vitara
,Not Available,Petrol,5.0,135520.0,Third Owner,Manual,,21.4,1197.0,83.1,,4.5,Maruti,Baleno
,Not Available,Petrol,5.0,16648.0,First Owner,Manual,,22.74,796.0,47.3,,2.5,Maruti,Alto
,Not Available,Petrol,5.0,85628.0,First Owner,Manual,,,1086.0,62.0,,1.2,Hyundai,Santro
,Not Available,Petrol,5.0,70351.0,Third Owner,Manual,,19.1,1197.0,85.8,,4.0,Maruti,Swift
,Not Available,Petrol,5.0,35267.0,First Owner,Manual,,21.1,814.0,55.2,,2.5,Hyundai,EON
,Not Available,Diesel,5.0,78686.0,First Owner,Manual,,20.0,1497.0,115.0,,8.69,Mahindra,XUV300
,Not Available,Diesel,5.0,102707.0,First Owner,Manual,,26.0,1498.0,98.6,,5.0,Honda,City
,Not Available,Diesel,5.0,103606.0,Second Owner,Automatic,,16.36,2179.0,187.7,,9.95,Jaguar,XF
,Not Available,Diesel,5.0,102449.0,First Owner,Manual,,20.5,1598.0,103.5,,2.67,Skoda,Rapid
,Not Available,Petrol,5.0,80359.0,First Owner,Manual,,19.81,1086.0,68.05,,1.4,Hyundai,i10
,Not Available,Diesel,5.0,121061.0,Second Owner,Manual,,19.01,1461.0,108.45,,3.69,Renault,Duster
,Not Available,Diesel,5.0,98061.0,First Owner,Manual,,24.3,1248.0,88.5,,8.0,Maruti,Vitara
,Not Available,Petrol,5.0,81774.0,First Owner,Manual,,20.36,1197.0,78.9,,1.66,Hyundai,i10
,Comprehensive,Petrol,5.0,137939.0,First Owner,Manual,,21.1,1197.0,85.8,,1.92,Maruti,Ritz
,Third Party,Petrol,5.0,20141.0,First Owner,Manual,,20.08,999.0,113.98,,13.0,Volkswagen,Taigun
,Not Available,Petrol,5.0,29027.0,First Owner,Manual,,21.4,1197.0,83.1,,5.5,Maruti,Baleno
,Not Available,Petrol,5.0,121909.0,First Owner,Manual,,23.1,998.0,67.04,,2.5,Maruti,Celerio
,Not Available,Petrol,5.0,12024.0,First Owner,Manual,,21.01,1197.0,81.8,,6.75,Maruti,Baleno
,Not Available,Diesel,5.0,57482.0,First Owner,Manual,,20.45,1461.0,83.8,,5.0,Renault,Duster
,Not Available,Diesel,5.0,149985.0,First Owner,Manual,,19.3,1248.0,73.9,,3.32,Maruti,Swift
,Not Available,Petrol,5.0,80710.0,First Owner,Manual,,18.9,1197.0,82.0,,4.0,Hyundai,Grand
,Not Available,Petrol,5.0,29106.0,First Owner,Manual,,18.6,1197.0,81.83,,5.24,Hyundai,i20
,Not Available,Diesel,5.0,74180.0,Fourth & Above Owner,Manual,,22.07,1199.0,73.9,,2.61,Volkswagen,Polo
,Not Available,Petrol,5.0,61749.0,First Owner,Manual,,18.16,1196.0,86.8,,4.04,Ford,Figo
,Not Available,Diesel,7.0,12420.0,First Owner,Manual,,12.0,2393.0,148.0,,23.0,Toyota,Innova
,Not Available,Diesel,5.0,162712.0,First Owner,Automatic,,12.8,1968.0,167.6,,10.68,Audi,Q5
,Not Available,Petrol,5.0,48702.0,Second Owner,Manual,,21.79,998.0,67.05,,5.0,Maruti,Wagon
,Not Available,Diesel,5.0,142425.0,First Owner,Manual,,22.9,1248.0,74.0,,3.4,Maruti,Swift
,Not Available,Petrol,5.0,53840.0,First Owner,Manual,,17.7,1497.0,113.18,,8.5,Hyundai,Verna
,Not Available,Diesel,7.0,31610.0,First Owner,Manual,,12.0,2393.0,148.0,,23.0,Toyota,Innova
,Not Available,Diesel,5.0,114192.0,First Owner,Manual,,20.0,1968.0,108.5,,3.65,Skoda,Laura
,Not Available,Diesel,5.0,24120.0,First Owner,Manual,,17.1,1956.0,167.67,,24.0,Jeep,Compass
,Not Available,Petrol,5.0,158638.0,First Owner,Manual,,17.5,1298.0,85.8,,2.0,Maruti,Swift
,Not Available,Diesel,5.0,41803.0,First Owner,Manual,,24.3,1248.0,88.5,,9.0,Maruti,Vitara
,Not Available,Petrol,5.0,64536.0,First Owner,Manual,,17.0,1497.0,121.36,,7.0,Ford,Ecosport
,Not Available,Petrol,5.0,27377.0,First Owner,Manual,,19.7,796.0,46.3,,1.31,Maruti,Alto
,Not Available,Diesel,5.0,66559.0,First Owner,Manual,,25.5,1498.0,98.6,,6.35,Honda,WR-V
,Not Available,Diesel,5.0,172295.0,First Owner,Manual,,20.45,1461.0,83.8,,3.4,Renault,Duster
,Not Available,Petrol,5.0,129032.0,Fourth & Above Owner,Manual,,18.5,1197.0,307.0,,1.5,Hyundai,i20
,Not Available,Petrol,5.0,60516.0,First Owner,Manual,,20.85,1197.0,83.14,,4.5,Maruti,Swift
,Not Available,Petrol,5.0,85218.0,Third Owner,Manual,,19.1,1197.0,85.8,,2.5,Maruti,Swift
,Not Available,Diesel,5.0,50151.0,First Owner,Manual,,22.95,1248.0,73.97,,3.8,Tata,Zest
,Not Available,Diesel,5.0,93128.0,First Owner,Manual,,22.77,1498.0,98.59,,4.3,Ford,Ecosport
,Not Available,Petrol,5.0,27266.0,First Owner,Manual,,18.6,1199.0,76.8,,1.84,Chevrolet,Beat
,Not Available,Petrol,5.0,105065.0,Second Owner,Manual,,18.88,999.0,123.37,,4.0,Ford,Ecosport
,Not Available,Petrol,5.0,75781.0,First Owner,Manual,,20.5,1197.0,81.86,,6.0,Hyundai,Aura
,Not Available,Petrol,5.0,63059.0,First Owner,Manual,,19.1,1197.0,82.0,,3.4,Hyundai,Xcent
,Not Available,Petrol,5.0,117633.0,First Owner,Manual,,17.4,1497.0,117.6,,7.5,Honda,City
,Not Available,Petrol,5.0,10300.0,First Owner,Manual,,18.6,1199.0,88.76,,8.0,Honda,Amaze
,Not Available,Diesel,5.0,134625.0,Second Owner,Manual,,23.5,1396.0,88.7,,4.4,Hyundai,Verna
,Not Available,Petrol,5.0,140020.0,First Owner,Manual,,17.0,1497.0,307.0,,2.0,Honda,City
2014.0,Third Party insurance,Diesel,5.0,81285.0,Third Owner,Manual,,25.1,1498.0,98.6,,5.5,Honda,City
,Not Available,Diesel,5.0,146640.0,Fourth & Above Owner,Manual,,22.07,1199.0,73.9,,2.0,Volkswagen,Polo
,Not Available,Petrol,4.0,25303.0,First Owner,Manual,,15.2,1997.0,150.0,,14.56,Mahindra,Thar
,Not Available,Diesel,5.0,94885.0,First Owner,Manual,,23.08,1461.0,63.12,,2.49,Renault,Pulse
,Not Available,Diesel,5.0,85357.0,First Owner,Manual,,21.9,1396.0,307.0,,2.36,Hyundai,i20
,Not Available,Petrol,5.0,77186.0,Fourth & Above Owner,Manual,,18.9,998.0,67.1,,1.5,Maruti,Wagon
,Not Available,Diesel,5.0,108263.0,Second Owner,Manual,,21.27,1396.0,88.76,,4.0,Hyundai,i20
,Not Available,Diesel,5.0,88967.0,Second Owner,Manual,,20.45,1461.0,83.8,,3.8,Renault,Duster
,Not Available,Diesel,7.0,80812.0,Third Owner,Manual,,15.1,2179.0,140.0,,5.1,Mahindra,XUV500
,Not Available,Petrol,6.0,33127.0,First Owner,Automatic,,16.56,1451.0,141.0,,20.0,MG,Hector
,Not Available,Diesel,5.0,72836.0,First Owner,Manual,,22.54,1396.0,88.73,,5.0,Hyundai,i20
,Comprehensive,Diesel,5.0,42531.0,Third Owner,Automatic,,20.38,1968.0,143.0,,14.0,Audi,A3
,Not Available,Petrol,5.0,86476.0,First Owner,Manual,,18.9,1061.0,67.0,,1.37,Maruti,Wagon
,Not Available,Petrol,5.0,44014.0,First Owner,Manual,,23.01,999.0,67.0,,3.0,Renault,KWID
,Not Available,Diesel,5.0,87844.0,First Owner,Manual,,20.3,1248.0,75.0,,1.5,Fiat,Punto
,Not Available,Petrol,5.0,85619.0,First Owner,Automatic,,24.04,999.0,67.0,,3.2,Renault,KWID
,Not Available,Diesel,5.0,69236.0,First Owner,Manual,,25.6,1498.0,97.9,,9.0,Honda,City
,Not Available,Petrol,5.0,73721.0,First Owner,Manual,,20.73,1373.0,91.1,,4.0,Maruti,Ciaz
,Not Available,Diesel,5.0,69752.0,Second Owner,Manual,,22.54,1396.0,88.73,,4.86,Hyundai,i20
,Not Available,Diesel,5.0,180039.0,First Owner,Manual,,23.0,1396.0,307.0,,2.66,Hyundai,i20
,Not Available,Petrol,5.0,3736.0,First Owner,Manual,,17.33,1199.0,118.35,,11.0,Tata,Nexon
,Not Available,Petrol,5.0,72474.0,Second Owner,Manual,,17.0,1497.0,307.0,,2.5,Honda,City
,Not Available,Petrol,5.0,58339.0,First Owner,Manual,,20.36,1197.0,78.9,,2.0,Hyundai,i10
,Not Available,Petrol,5.0,78377.0,First Owner,Manual,,20.85,1197.0,83.14,,5.5,Maruti,Swift
,Not Available,Diesel,7.0,86126.0,Second Owner,Manual,,12.05,2179.0,120.0,,4.99,Mahindra,Scorpio
,Not Available,Petrol,5.0,29779.0,Second Owner,Manual,,20.73,1373.0,91.1,,6.5,Maruti,Ciaz
,Not Available,Diesel,5.0,189449.0,Second Owner,Manual,,21.1,1248.0,73.9,,1.75,Maruti,Ritz
,Zero Dep,CNG,5.0,15333.0,First Owner,Manual,,34.05,998.0,55.92,,6.0,Maruti,Wagon
,Not Available,Petrol,5.0,8455.0,First Owner,Manual,,,1497.0,113.18,,10.7,Hyundai,Creta
,Not Available,Petrol,5.0,45301.0,Second Owner,Manual,,22.05,796.0,47.33,,3.25,Maruti,Alto
,Not Available,Diesel,5.0,143426.0,First Owner,Manual,,19.3,1248.0,73.9,,2.76,Maruti,Swift
,Not Available,Petrol,5.0,89748.0,Fourth & Above Owner,Manual,,18.6,1199.0,79.4,,1.18,Chevrolet,Beat
,Not Available,Petrol,7.0,72692.0,First Owner,Manual,,16.02,1373.0,93.7,,5.0,Maruti,Ertiga
,Not Available,Petrol,5.0,10725.0,First Owner,Manual,,,1498.0,108.49,,13.0,MG,Astor
,Not Available,Diesel,7.0,154225.0,First Owner,Manual,,16.0,2179.0,140.0,,8.39,Mahindra,XUV500
,Zero Dep,Petrol,5.0,6815.0,First Owner,Manual,,20.09,1199.0,86.63,,6.5,Tata,Punch
,Comprehensive,Petrol,5.0,107069.0,First Owner,Manual,,16.8,1497.0,116.3,,2.71,Honda,City
,Not Available,Diesel,5.0,72451.0,First Owner,Manual,,25.8,1498.0,98.6,,3.99,Honda,Amaze
,Comprehensive,Petrol,5.0,43474.0,First Owner,Manual,,18.5,1197.0,85.8,,3.8,Maruti,Ritz
,Third Party,Petrol,5.0,57800.0,First Owner,Manual,,21.4,1197.0,83.1,,5.35,Maruti,Baleno
,Comprehensive,Petrol,5.0,79800.0,First Owner,Manual,,21.01,1197.0,81.8,,4.9,Maruti,Baleno
,Comprehensive,Petrol,5.0,65000.0,Second Owner,Manual,,23.01,999.0,67.0,,2.9,Renault,KWID
,Comprehensive,Petrol,5.0,17580.0,First Owner,Manual,,17.03,1462.0,103.26,,8.9,Maruti,Vitara
,Comprehensive,Petrol,5.0,59800.0,First Owner,Manual,,20.51,998.0,67.04,,3.5,Maruti,Wagon
,Third Party insurance,Petrol,5.0,11592.0,First Owner,Manual,,,1497.0,113.18,,12.75,Hyundai,Creta
,Comprehensive,Diesel,7.0,43919.0,First Owner,Manual,,21.9,1498.0,98.6,,7.9,Honda,BR-V
,Comprehensive,Petrol,5.0,26633.0,First Owner,Manual,,17.5,1199.0,88.7,,7.85,Honda,WR-V
,Comprehensive,Diesel,7.0,47930.0,First Owner,Manual,,17.6,2179.0,153.86,,10.9,Tata,Hexa
,Comprehensive,Petrol,5.0,41599.0,First Owner,Manual,,21.4,1197.0,83.1,,6.9,Maruti,Baleno
,Comprehensive,Petrol,5.0,26000.0,First Owner,Automatic,,18.15,998.0,118.35,,10.5,Hyundai,Venue
,Comprehensive,Diesel,7.0,58665.0,First Owner,Manual,,15.1,2179.0,152.87,,13.5,Mahindra,XUV500
,Comprehensive,Diesel,7.0,121000.0,Second Owner,Manual,,12.99,2405.0,100.6,,8.5,Toyota,Innova
,Comprehensive,Petrol,5.0,70123.0,First Owner,Automatic,,21.63,998.0,67.05,,4.35,Maruti,Celerio
,Comprehensive,Diesel,5.0,87000.0,First Owner,Manual,,23.7,1493.0,98.6,,9.5,Hyundai,Venue
,Comprehensive,Petrol,5.0,7200.0,First Owner,Automatic,,,1332.0,160.92,,43.9,Mercedes-Benz,A-Class
,Comprehensive,Diesel,7.0,100181.0,Second Owner,Manual,,11.5,2405.0,171.0,,12.0,Toyota,Fortuner
,Comprehensive,Diesel,7.0,41000.0,First Owner,Manual,,16.0,2179.0,140.0,,9.5,Mahindra,XUV500
,Comprehensive,Diesel,5.0,51800.0,First Owner,Manual,,25.1,1498.0,98.6,,6.5,Honda,City
,Comprehensive,Petrol,4.0,386.0,First Owner,Manual,,16.94,1462.0,103.39,,15.0,Maruti,Jimny
,Comprehensive,Petrol,5.0,77000.0,Second Owner,Manual,,17.4,1497.0,117.3,,6.1,Honda,City
,Comprehensive,Petrol,5.0,41521.0,First Owner,Automatic,,15.1,1798.0,178.0,,21.9,Skoda,Octavia
,Third Party insurance,Petrol,5.0,3844.0,First Owner,Manual,,16.8,1497.0,113.43,,14.9,Kia,Seltos
,Comprehensive,Diesel,5.0,94215.0,First Owner,Manual,,17.1,1956.0,170.0,,13.0,Jeep,Compass
,Third Party insurance,Petrol,5.0,39109.0,First Owner,Manual,,17.03,1462.0,103.26,,8.4,Maruti,Vitara
,Third Party insurance,Diesel,5.0,75123.0,First Owner,Manual,,19.87,1461.0,83.8,,3.85,Renault,Duster
,Comprehensive,Diesel,5.0,44354.0,First Owner,Automatic,,18.0,1493.0,113.43,,15.25,Kia,Seltos
,Comprehensive,Petrol,5.0,12300.0,First Owner,Manual,,22.35,1197.0,88.5,,9.85,Maruti,Baleno
,Third Party insurance,Petrol,5.0,55227.0,First Owner,Automatic,,,1497.0,113.18,,15.25,Hyundai,Creta
,Comprehensive,Diesel,5.0,42840.0,First Owner,Automatic,,20.38,1968.0,143.0,,21.9,Audi,A3
,Comprehensive,Diesel,5.0,68000.0,First Owner,Manual,,26.21,1248.0,88.5,,6.7,Maruti,Ciaz
,Comprehensive,Diesel,7.0,54000.0,First Owner,Automatic,,18.1,1498.0,113.42,,18.25,Hyundai,Alcazar
,Comprehensive,Diesel,5.0,107580.0,First Owner,Manual,,22.32,1582.0,126.32,,5.5,Hyundai,Verna
,Third Party insurance,Petrol,5.0,43000.0,First Owner,Manual,,21.21,1197.0,81.8,,4.8,Maruti,Swift
,Comprehensive,Diesel,5.0,114756.0,First Owner,Automatic,,15.26,2143.0,203.2,,31.9,Mercedes-Benz,M-Class
,Comprehensive,Petrol,5.0,29882.0,First Owner,Automatic,,15.1,1798.0,178.0,,22.9,Skoda,Octavia
,Comprehensive,Diesel,5.0,76000.0,First Owner,Manual,,26.0,1498.0,98.6,,5.25,Honda,City
,Comprehensive,Petrol,5.0,42200.0,First Owner,Manual,,18.6,1197.0,81.86,,5.9,Hyundai,i20
,Comprehensive,Petrol,5.0,3120.0,First Owner,Automatic,,22.56,1197.0,88.5,,7.75,Maruti,Swift
,Comprehensive,Diesel,5.0,94724.0,First Owner,Automatic,,17.05,1995.0,184.0,,23.9,BMW,X1
,Comprehensive,Diesel,5.0,45204.0,First Owner,Automatic,,,1493.0,113.42,,13.5,Kia,Sonet
,Comprehensive,Petrol,5.0,20972.0,First Owner,Manual,,17.69,999.0,108.62,,10.5,Volkswagen,Vento
,Comprehensive,Diesel,5.0,70705.0,First Owner,Automatic,,15.0,2143.0,204.0,,27.5,Mercedes-Benz,E-Class
,Comprehensive,Petrol,5.0,72580.0,First Owner,Manual,,21.79,998.0,67.05,,2.5,Maruti,Wagon
,Comprehensive,Diesel,7.0,35258.0,First Owner,Automatic,,14.11,2199.0,197.26,,31.0,Kia,Carnival
,Comprehensive,Diesel,5.0,81000.0,First Owner,Manual,,22.54,1396.0,88.73,,5.75,Hyundai,i20
,Comprehensive,Diesel,5.0,90000.0,Second Owner,Manual,,22.32,1582.0,126.32,,5.5,Hyundai,Verna
,Comprehensive,Diesel,7.0,40200.0,First Owner,Manual,,8.0,2405.0,201.15,,41.9,Toyota,Fortuner
,Comprehensive,Petrol,5.0,57000.0,First Owner,Manual,,22.0,1197.0,81.8,,6.0,Maruti,Swift
,Comprehensive,Petrol,5.0,57000.0,Second Owner,Manual,,18.6,1197.0,81.83,,6.25,Hyundai,i20
,Comprehensive,Petrol,5.0,38323.0,First Owner,Automatic,,16.35,1199.0,118.36,,10.25,Tata,Nexon
,Comprehensive,Petrol,5.0,47776.0,First Owner,Automatic,,16.5,1353.0,138.08,,14.5,Kia,Seltos
,Comprehensive,Diesel,5.0,76000.0,First Owner,Manual,,22.54,1396.0,88.73,,5.75,Hyundai,i20
,Comprehensive,Petrol,5.0,28500.0,First Owner,Manual,,18.9,1197.0,82.0,,4.95,Hyundai,Grand
,Comprehensive,Petrol,5.0,32355.0,First Owner,Manual,,21.46,999.0,67.06,,4.25,Renault,KWID
,Third Party insurance,Petrol,5.0,58740.0,First Owner,Manual,,19.5,1199.0,88.76,,6.25,Honda,Amaze
,Third Party insurance,Diesel,7.0,11772.0,First Owner,Automatic,,12.05,2157.0,178.49,,26.9,Mahindra,Alturas
,Comprehensive,Diesel,5.0,56805.0,First Owner,Manual,,23.4,1248.0,74.0,,4.75,Maruti,Swift
,Comprehensive,Diesel,5.0,81317.0,Second Owner,Automatic,,15.68,1999.0,177.0,,32.0,Land Rover,Range
,Comprehensive,Petrol,5.0,72300.0,First Owner,Automatic,,,1497.0,113.18,,15.75,Hyundai,Creta
,Comprehensive,Diesel,7.0,116544.0,First Owner,Automatic,,11.0,2405.0,258.0,,58.9,Mercedes-Benz,GLS
,Comprehensive,Diesel,5.0,13500.0,First Owner,Automatic,,18.12,1995.0,190.0,,58.9,BMW,5
,Comprehensive,Petrol,5.0,43323.0,First Owner,Automatic,,14.1,1368.0,160.77,,15.75,Jeep,Compass
,Comprehensive,Diesel,5.0,79828.0,First Owner,Automatic,,22.0,1582.0,126.2,,11.4,Hyundai,Verna
,Third Party insurance,Petrol,5.0,76000.0,First Owner,Manual,,21.4,1197.0,83.1,,6.25,Maruti,Baleno
,Comprehensive,Diesel,7.0,170000.0,First Owner,Manual,,12.55,2405.0,168.5,,13.25,Toyota,Fortuner
,Third Party insurance,Diesel,5.0,115000.0,First Owner,Manual,,21.13,1498.0,108.6,,6.75,Skoda,Rapid
,Comprehensive,Diesel,5.0,112000.0,First Owner,Manual,,28.09,1248.0,88.5,,7.0,Maruti,Ciaz
,Third Party insurance,Diesel,7.0,89000.0,Second Owner,Manual,,16.0,1997.0,140.0,,9.25,Mahindra,XUV500
,Third Party insurance,Petrol,5.0,86000.0,First Owner,Manual,,18.9,1197.0,82.0,,4.25,Hyundai,Grand
,Comprehensive,Diesel,5.0,70000.0,Second Owner,Manual,,16.35,1956.0,167.67,,14.5,Tata,Harrier
,Third Party insurance,Petrol,5.0,59000.0,Second Owner,Manual,,16.2,1199.0,74.0,,4.5,Volkswagen,Polo
,Comprehensive,Diesel,5.0,69000.0,First Owner,Manual,,22.54,1396.0,88.76,,6.75,Hyundai,i20
,Comprehensive,Petrol,5.0,59000.0,First Owner,Manual,,17.5,1199.0,88.7,,7.75,Honda,WR-V
,Comprehensive,Petrol,5.0,70000.0,First Owner,Manual,,17.0,1497.0,307.0,,3.4,Honda,City
,Comprehensive,Petrol,5.0,23200.0,First Owner,Automatic,,,2405.0,307.0,,90.0,Mercedes-Benz,AMG
,Comprehensive,Diesel,5.0,76000.0,First Owner,Manual,,28.4,1248.0,74.0,,4.75,Maruti,Swift
,Comprehensive,Diesel,5.0,95252.0,First Owner,Automatic,,16.36,2179.0,187.7,,24.0,Jaguar,XF
,Comprehensive,Petrol,5.0,13613.0,First Owner,Manual,,18.6,1199.0,88.76,,7.91,Honda,Amaze
,Comprehensive,Petrol,5.0,76600.0,Second Owner,Manual,,20.36,1197.0,78.9,,2.75,Hyundai,i10
,Comprehensive,Petrol,5.0,10200.0,First Owner,Automatic,,11.5,1991.0,245.0,,54.0,Mercedes-Benz,GLC
,Comprehensive,Diesel,7.0,134500.0,Second Owner,Automatic,,15.04,2405.0,174.5,,32.0,Toyota,Fortuner
,Comprehensive,Petrol,5.0,16858.0,First Owner,Manual,,16.5,1353.0,138.08,,14.25,Kia,Seltos
,Comprehensive,Diesel,5.0,92700.0,Second Owner,Automatic,,17.6,1582.0,126.2,,12.5,Hyundai,Creta
,Comprehensive,Petrol,5.0,16000.0,First Owner,Manual,,19.2,999.0,113.98,,11.5,Skoda,Kushaq
,Comprehensive,Petrol,5.0,64500.0,First Owner,Automatic,,26.68,998.0,65.71,,4.7,Maruti,Celerio
,Comprehensive,Diesel,5.0,71000.0,First Owner,Manual,,21.7,1498.0,98.96,,8.5,Ford,Ecosport
,Comprehensive,Diesel,5.0,53000.0,First Owner,Manual,,20.54,1598.0,103.6,,5.0,Volkswagen,Vento
,Comprehensive,Diesel,5.0,75000.0,Second Owner,Manual,,20.14,1498.0,88.0,,5.5,Volkswagen,Polo
